Location,Menu_Item,Energy (KCAL),Protein (G),Total lipid(fat) (G),Carbohydrate (G),Fiber (G),Sodium (MG),Cholesterol (MG)
108,Pulled Pork Sandwich,199.8,13.756000000000002,7.824799999999999,19.542916666666667,1.608695652173913,1098.52,43.76
108,Southwestern Egg Rolls,73.4,8.552000000000001,3.095,7.046000000000001,1.0333333333333334,335.8,6.5
85,Fountain Drinks,166.5,0.0,0.0,41.665,0,458.5,0
85,Bison Burger,234.0,18.143333333333334,15.963333333333333,2.7266666666666666,0.3666666666666667,160.0,47.666666666666664
108,Pretzel Bites,378.0,6.885,11.315,63.07,2.15,457.0,0.0
10,Fish Street Tacos ,212.47826086956522,7.561739130434785,5.800454545454545,32.09090909090908,3.104761904761905,1658.0869565217392,11.55
10,Albacore Tuna Melt Panini,157.58333333333334,24.609130434782607,6.388750000000001,1.0847619047619046,0.19999999999999998,254.16666666666666,34.333333333333336
125,Large Cheese Pizza,244.0,8.89,8.89,31.85,1.5,444.0,15.0
10,French Onion,180.8181818181818,3.1809090909090902,15.682380952380957,7.2890476190476186,0.21428571428571427,643.5454545454545,53.888888888888886
10,Strawberry Chicken Salad,165.0,7.06,8.24,15.29,1.8,329.0,24.0
85,Corned Beef Hash Eggs,136.64,6.354399999999999,8.636399999999998,8.056799999999999,0.6840000000000002,346.8,24.24
108,Ice Cream Sandwiches,276.92,4.225999999999999,9.588000000000001,44.0428,1.1840000000000002,211.08,25.08
85,Cakes,405.6666666666667,4.536666666666666,21.30666666666667,52.196666666666665,2.9666666666666663,318.0,64.66666666666667
85,Clubhouse Sandwich,433.0,6.67,13.33,70.0,3.3,967.0,0
85,Pulled Pork Sandwich,199.8,13.756000000000002,7.824799999999999,19.542916666666667,1.608695652173913,1098.52,43.76
85,Braised Short Ribs,163.55555555555554,12.89,10.023333333333333,4.812222222222222,0.32222222222222224,218.88888888888889,45.0
85,Garden Salad,65.0,1.8643999999999996,4.1743999999999994,5.6388,1.328,110.68,8.0
85,Chicken Piccata,134.25,9.030000000000001,6.1075,9.8875,0.95,258.0,35.25
10,Small Dippin Dots ,350.8,4.884,12.87,57.79,1.2,252.8,29.2
10,Braised Bone in Short Rib ,193.25,12.617500000000001,11.603333333333333,9.165000000000001,0.26363636363636367,646.0833333333334,49.72727272727273
108,Mediterranean Pizza,216.0,6.510000000000001,8.959999999999999,27.71666666666667,2.2333333333333334,431.0,10.0
85,Mediterranean Pizza,216.0,6.510000000000001,8.959999999999999,27.71666666666667,2.2333333333333334,431.0,10.0
60,Ice Cream Sandwiches,276.92,4.225999999999999,9.588000000000001,44.0428,1.1840000000000002,211.08,25.08
108,Filet Mignon Stroganoff,268.3333333333333,24.72666666666667,16.189999999999998,5.67375,0.6,313.22222222222223,77.55555555555556
60,French Fries,357.0,1.422,24.03,31.374000000000002,1.44,281.0,0.0
85,Caesar Salad,205.04,6.111599999999998,16.1356,9.4312,1.1956521739130437,495.76,18.391304347826086
10,Iced Tea,44.96,0.0,0.017499999999999998,9.546399999999998,0.0,29.2,0.0
85,Chicken Street Tacos ,245.7391304347826,6.7565217391304335,8.014090909090909,35.910869565217396,3.1619047619047613,786.3478260869565,7.6
108,Albacore Tuna Melt Panini,157.58333333333334,24.609130434782607,6.388750000000001,1.0847619047619046,0.19999999999999998,254.16666666666666,34.333333333333336
85,Coconut Shrimp Shooters,257.6666666666667,2.8766666666666665,18.413333333333334,20.52333333333333,0.39999999999999997,157.0,68.0
125,Add a Topping to Your Large Pizza for ,67.0,3.59,2.155,18.375,1.9,4548.5,14.0
108,Grilled Cilantro Lime Chicken,258.88,5.416799999999999,12.597083333333332,31.099600000000006,1.783333333333333,588.32,16.263157894736842
108,Taco Bar Chicken Beef ,292.0,7.96,14.16,34.51,1.8,496.0,13.0
108,Lollipops,389.28,0.0,0.18291666666666664,96.04839999999999,0.0,28.291666666666668,0.0
10,Mac Cheese with Ham,131.0,6.05,5.54,13.85,0.5,390.0,19.0
108,Fettuccine Alfredo,220.1818181818182,8.997727272727273,5.900454545454545,32.79818181818182,1.5454545454545459,552.8181818181819,22.285714285714285
10,Shrimp Cocktail ,79.71428571428571,11.981428571428571,0.40714285714285714,7.378571428571429,0.5285714285714286,559.0,107.85714285714286
108,Clubhouse Mixed Green,433.0,6.67,13.33,70.0,3.3,967.0,0
10,Add a Topping to Your Large Pizza for ,67.0,3.59,2.155,18.375,1.9,4548.5,14.0
85,Spinach Artichoke Dip,233.64,6.418799999999997,20.119600000000002,7.173599999999998,0.44000000000000006,612.84,37.08
207,French Fries,357.0,1.422,24.03,31.374000000000002,1.44,281.0,0.0
108,Clubhouse Mixed Green Salad,323.0,4.66,11.876666666666667,48.376666666666665,2.6333333333333333,687.3333333333334,0.0
207,Cakes,405.6666666666667,4.536666666666666,21.30666666666667,52.196666666666665,2.9666666666666663,318.0,64.66666666666667
10,Fettuccine Alfredo W Grilled Chicken,191.85,8.355500000000001,6.045999999999999,25.930500000000002,1.34,467.55,25.05
85,Blueberry Pancakes,225.53333333333333,5.248000000000001,4.132000000000001,44.494,1.0533333333333335,439.8,9.571428571428571
108,Clubhouse Nachos ,433.0,6.67,13.33,70.0,3.3,967.0,0
10,Margherita Pizza,229.91666666666666,10.854583333333332,9.622916666666667,25.675416666666663,1.856521739130435,533.875,17.59090909090909
108,Chicken Piccata,134.25,9.030000000000001,6.1075,9.887500000000001,0.95,258.0,35.25
85,Strawberry Chicken Salad,165.0,7.06,8.24,15.29,1.8,329.0,24.0
85,Pepperoni Pizza,253.48,10.945200000000002,12.402000000000003,24.2384,1.3560000000000003,582.56,27.8
108,Elbow Mac N Cheese with Ham ,269.2,8.696399999999999,9.4208,36.7136,1.2480000000000002,529.8,13.68
85,Kobe Sliders,289.0,17.5,23.395,0.0,0.0,54.5,71.0
10,Coconut Shrimp Shooters,257.6666666666667,2.8766666666666665,18.413333333333334,20.52333333333333,0.39999999999999997,157.0,68.0
85,French Fries,357.0,1.422,24.03,31.374000000000002,1.44,281.0,0.0
108,Clubhouse Mixed Green Salad ,323.0,4.66,11.876666666666667,48.376666666666665,2.6333333333333333,687.3333333333334,0.0
125,Unicorn Churros,426.3333333333333,2.08,18.763333333333332,62.06,0.0,299.6666666666667,28.333333333333332
10,Large Cheese Pizza,244.0,8.89,8.89,31.85,1.5,444.0,15.0
85,Three Cheese Baked Penne,180.0,8.23,9.915,14.605,0.65,335.5,32.5
85,Clubhouse Nachos ,433.0,6.67,13.33,70.0,3.3,967.0,0
10,Clubhouse Skins,433.0,6.67,13.33,70.0,3.3,967.0,0
10,Pan Roasted Boneless Half Chicken,330.5,22.77,25.895,25.0,10.7,321.5,11.0
108,Iced Cinnamon Sticks,250.0,0.0,0.0,75.0,50.0,0.0,0.0
60,Garden Salad,65.0,1.8644,4.1743999999999994,5.6388,1.328,110.68,8.0
10,Unicorn Churros,426.3333333333333,2.08,18.763333333333332,62.06,0.0,299.6666666666667,28.333333333333332
108,Southwest Wrap,188.83333333333334,13.668333333333335,8.040000000000001,17.455,1.9000000000000001,506.6666666666667,31.6
10,Spinach Artichoke Dip,233.64,6.418799999999997,20.119600000000002,7.173599999999998,0.44000000000000006,612.84,37.08
10,Iceberg Wedge Salad,130.22222222222223,6.187777777777779,5.177777777777777,14.546666666666665,1.5111111111111108,251.22222222222223,38.77777777777778
85,Filet Mignon Stroganoff ,268.3333333333333,24.72666666666667,16.189999999999998,5.67375,0.6,313.22222222222223,77.55555555555556
10,Tropical Mahi Mahi ,94.28,16.977199999999996,1.3319999999999999,1.904347826086957,0.16521739130434784,164.2,66.4
108,Fish Street Tacos ,212.47826086956522,7.561739130434785,5.800454545454545,32.09090909090908,3.104761904761905,1658.0869565217392,11.55
10,Sliced Turkey Wrap ,182.75,12.8825,6.56,18.564999999999998,1.75,478.75,21.75
