Restaurant Name,Original Menu Item,Matched food Item,Match Score,Energy (KCAL),Protein (G),Total lipid(fat) (G),Carbohydrate (G),Fiber (G),Sodium (MG),Cholesterol (MG)
The Original Pantry,French Toast,"['FRENCH TOAST', 'FRENCH TOAST', 'FRENCH TOAST', 'FRENCH TOAST AND SAUSAGE, FRENCH TOAST', 'FRENCH TOAST BAGELS, FRENCH TOAST', 'FRENCH TOAST BAGELS, FRENCH TOAST', 'FRENCH TOAST BAGELS, FRENCH TOAST', 'FRENCH TOAST BAGELS, FRENCH TOAST', 'FRENCH TOAST BREAD, FRENCH TOAST', 'FRENCH TOAST BREAD, FRENCH TOAST', 'FRENCH TOAST BREAD, FRENCH TOAST', 'FRENCH TOAST CASSEROLE BITES, FRENCH TOAST', 'FRENCH TOAST TOASTER FLATBREADS, FRENCH TOAST', 'FRENCH TOAST CINNAMON BITES, FRENCH TOAST CINNAMON', 'FRENCH TOAST CINNAMON STICKS, FRENCH TOAST CINNAMON', 'FRENCH TOAST THICK SLICE BREAD, FRENCH TOAST', 'BRIOCHE FRENCH TOAST', 'FRENCH TOAST & SAUSAGE', 'FRENCH TOAST BAGELS', 'FRENCH TOAST BAGELS', 'FRENCH TOAST BAGELS', 'FRENCH TOAST BAGELS', 'FRENCH TOAST BAGELS', 'FRENCH TOAST BISCOTTI', 'FRENCH TOAST BITES']",147.11292468,267.7083333333333,7.219166666666667,6.504583333333334,45.38750000000001,1.9375,357.125,27.958333333333332
The Misfit Restaurant + Bar,Beef Chorizo,"['BEEF CHORIZO', 'BEEF CHORIZO', 'BEEF CHORIZO', 'BEEF CHORIZO', 'BEEF CHORIZO', 'BEEF CHORIZO', 'BEEF CHORIZO, BEEF', 'BEEF CHORIZO, BEEF', 'BEEF & CHORIZO XL BURRITOS, BEEF & CHORIZO', 'BEEF CHORIZO SAUSAGES', 'BEEF CHORIZO AUTHENTIC RECIPE', 'GRASS FED BEEF CHORIZO', 'GRANDCESTORS, BEEF & CHICKEN CHORIZO PATTIES', 'CHORIZO CANTIMPALO, CHORIZO', 'CHORIZO CRUMBLES, CHORIZO', 'CHORIZO SALAME, CHORIZO', 'CHORIZO', 'CHORIZO', 'CHORIZO', 'CHORIZO', 'CHORIZO', 'CHORIZO', 'CHORIZO', 'CHORIZO', 'CHORIZO']",231.41319316000008,315.12,15.624,25.520400000000006,6.111599999999998,0.8130434782608695,951.56,84.8
The Misfit Restaurant + Bar,Shredded Kale and Quinoa Salad,"['QUINOA SALAD, SWEET POTATO KALE', 'KALE & QUINOA VEGGIE CAKES, KALE & QUINOA', 'KALE & QUINOA BURGER BLEND OF QUINOA, KALE & MIXED VEGETABLES WITH A PUFFED QUINOA COATING, KALE & QUINOA', 'GOLDEN QUINOA & KALE SOUP, GOLDEN QUINOA & KALE', 'SWEET & SASSY SPINACH SALAD MADE WITH QUINOA & KALE', 'BURGERS WITH QUINOA & KALE', 'KALE & QUINOA BITES', 'KALE & QUINOA SOUFFLE', 'ORGANIC QUINOA & KALE', 'KALE SALAD', 'A BLEND OF QUINOA, KALE, RED QUINOA & RED ONIONS, QUINOA AND KALE BLEND', ""STEAMIN' EASY, QUINOA & KALE BLEND A MIX OF QUINOA, KALE, RED QUINOA & RED ONIONS, QUINOA & KALE BLEND"", 'CHICKEN QUINOA & KALE ORGANIC SOUP, CHICKEN QUINOA & KALE', 'QUINOA SALAD', 'QUINOA SALAD', 'QUINOA SALAD', 'QUINOA SALAD', 'QUINOA SALAD', 'QUINOA SALAD', 'QUINOA SALAD', 'QUINOA SALAD', 'QUINOA SALAD', 'QUINOA SALAD', 'TURKEY SAUSAGE, KALE & QUINOA SOUP, TURKEY SAUSAGE, KALE & QUINOA', 'SWEET KALE SALAD, SWEET KALE']",50.64772131999999,140.92,5.542000000000001,5.371600000000001,17.352800000000006,3.072,284.76,5.217391304347826
The Original Pantry,Cajun Spiced Shrimp Pancetta and Four Cheeses,"['CAJUN SPICE SHRIMP', 'CAJUN SPICE FLAVORED POTATO CHIPS, CAJUN SPICE', 'CAJUN SPICE FLAVORED POTATO CHIPS, CAJUN SPICE', 'CAJUN SPICE RUB SEASONING, CAJUN', 'CAJUN SHRIMP CAKES', 'BLACKENED CAJUN SPICE', 'CAJUN SEASONING SPICES', 'CAJUN SPICE BLEND', 'CAJUN SPICE SEASONING', 'GOURMET CAJUN SPICE', 'GOURMET CAJUN SPICE', 'CHEESE & PANCETTA RAVIOLI', 'PANCETTA', 'PANCETTA', 'PANCETTA', 'MINI CAJUN SHRIMP CAKES', 'CAJUN-SPICED CRAWFISH CAKES', 'CAJUN-SPICED CRAWFISH CAKES', 'FRESH FINDS, CAJUN SPICE', 'SPICE CLASSICS, CAJUN SEASONING', 'CAJUN SHRIMP & RICE MEAL SAUCE & SEASONING MIX, CAJUN SHRIMP & RICE', '100% PURE SPICES PREMIUM CAJUN SEASONING, CAJUN', 'CALZONE FOUR CHEESE, FOUR CHEESE', 'FOUR CHEESE RAVIOLI, FOUR CHEESE', 'FOUR CHEESE RAVIOLI, FOUR CHEESE']",43.95266854399999,177.43478260869566,7.663181818181817,9.004545454545454,16.95590909090909,4.853333333333334,8738.347826086956,55.6
The Misfit Restaurant + Bar,Two Kings Pinot Noir Sonoma County,"['COLUMBUS, PINOT NOIR WINE SALAME', 'NAPA VALLEY NATURALS, PINOT NOIR RESERVE WINE VINEGAR', 'OREGON GROWERS & SHIPPERS, STRAWBERRY PINOT NOIR FRUIT SPREAD', 'KOZLOWSKI FARMS, SONOMA COUNTY CLASSICS, FIVE PEPPER PRESERVE', 'SONOMA COUNTY CLASSICS, KOZLOWSKI FARMS, SEEDLESS BLACKBERRY JAM', 'JACOBSEN SALT CO., PINOT NOIR, PURE FLAKE, LEMON ZEST', 'TACOMA BOYS, MOROCCAN MARINARA PASTA SAUCE WITH PINOT NOIR WINE', 'KOZLOWSKI FARMS, SONOMA COUNTY CLASSICS, OLD FASHIONED APRICOT JAM', 'KOZLOWSKI FARMS, SONOMA COUNTY CLASSICS, SYRUP & SAUCE, RED RASPBERRY', 'CHOCOLAT NOIR', 'KOZLOWSKI FARMS, SONOMA COUNTY CLASSICS, BLACKBERRY SYRUP & SAUCE, BLACKBERRY SYRUP & SAUCE', 'KOZLOWSKI FARMS, SONOMA COUNTY CLASSICS, GRILLING & DIPPING SAUCE, RASPBERRY & ROASTED CHIPOTLE', ""KOZLOWSKI FARMS, SONOMA COUNTY CLASSICS, OL' UNCLE CAL'S SWEET & HOT MUSTARD"", 'PINOT BEAN DIP', 'DOOR COUNTY BRATWURST', 'DOOR COUNTY QUENCHER', ""COTE D'OR NOIR DE NOIR CHOCOLATE TABLET DARK"", 'BALSAMIC REDUCTION SONOMA', 'CHICKEN SALAD SONOMA', 'SONOMA CHICKEN SALAD', 'SONOMA VEGGIE BURGER', 'SONOMA PEPPER CRACKED PEPPER & CITRUS BLEND, SONOMA PEPPER', 'MONINI, PINOT WINE VINEGAR', 'PINOT GRIS WHITE CHOCOLATE', 'DARK NOIR WAFER, FONDENTE']",8.549985459999982,224.08695652173913,3.89,9.244399999999999,30.207499999999996,1.7166666666666663,1497.68,14.823529411764707
The Ivy,Guacamole and Plantain Chips,"['PLANTAIN CHIPS', 'PLANTAIN CHIPS', 'PLANTAIN CHIPS', 'PLANTAIN CHIPS', 'PLANTAIN CHIPS', 'PLANTAIN CHIPS', 'PLANTAIN CHIPS', 'PLANTAIN CHIPS', 'PLANTAIN CHIPS', 'PLANTAIN CHIPS', 'PLANTAIN CHIPS', 'PLANTAIN CHIPS', 'PLANTAIN CHIPS', 'PLANTAIN CHIPS', 'PLANTAIN CHIPS', 'PLANTAIN CHIPS', 'PLANTAIN CHIPS', 'PLANTAIN CHIPS', 'PLANTAIN CHIPS', 'PLANTAIN CHIPS', 'PLANTAIN CHIPS', 'PLANTAIN CHIPS', 'PLANTAIN CHIPS', 'PLANTAIN CHIPS', 'PLANTAIN CHIPS']",80.57416767999996,513.32,3.3679999999999986,26.264800000000005,65.704,4.219999999999998,237.92,0.0
Tocaya Organica,Brussels Sprouts,"['BRUSSELS SPROUTS', 'BRUSSELS SPROUTS', 'BRUSSELS SPROUTS', 'BRUSSELS SPROUTS', 'BRUSSELS SPROUTS', 'BRUSSELS SPROUTS', 'BRUSSELS SPROUTS', 'BRUSSELS SPROUTS', 'BRUSSELS SPROUTS', 'BRUSSELS SPROUTS', 'BRUSSELS SPROUTS', 'BRUSSELS SPROUTS', 'BRUSSELS SPROUTS', 'BRUSSELS SPROUTS', 'BRUSSELS SPROUTS', 'BRUSSELS SPROUTS', 'BRUSSELS SPROUTS', 'BRUSSELS SPROUTS', 'BRUSSELS SPROUTS', 'BRUSSELS SPROUTS', 'BRUSSELS SPROUTS', 'BRUSSELS SPROUTS', 'BRUSSELS SPROUTS', 'BRUSSELS SPROUTS', 'BRUSSELS SPROUTS']",1099.7089000000005,46.76,3.4324,0.07083333333333333,8.8384,3.5,21.64,0.0
The Rose Venice,Vegan Cilantro Lime Chicken,"['CILANTRO LIME CHICKEN, CILANTRO LIME', 'CILANTRO LIME CHICKEN, CILANTRO LIME', 'CILANTRO LIME CHICKEN', 'CHICKEN, CILANTRO & LIME ORGANIC BURRITO, CHICKEN, CILANTRO & LIME', 'CHICKEN CILANTRO & LIME GLUTEN FREE BURRITO, CHICKEN CILANTRO & LIME', 'CILANTRO LIME DRESSING WITH CILANTRO AND LIME JUICES, CILANTRO LIME', 'CILANTRO LIME MARINADE, CILANTRO LIME', 'CILANTRO LIME RANCH, CILANTRO LIME', 'CILANTRO LIME RICE WITH ZESTY CILANTRO LIME SEASONING, CILANTRO LIME', 'CILANTRO & LIME JASMINE RICE, CILANTRO & LIME', 'CHICKEN & CHEESE BURRITO WITH CILANTRO & LIME', 'EVOL, CILANTRO LIME CHICKEN BURRITO', 'AVOCADO, CILANTRO & LIME CRACKERS, AVOCADO, CILANTRO & LIME', 'CILANTRO LIME RANCH DRESSING, CILANTRO LIME RANCH', 'CILANTRO LIME SALT-FREE SEASONING, CILANTRO LIME', 'CILANTRO LIME SEASONED BASMATI RICE, CILANTRO LIME', 'CREAMY CILANTRO LIME DRESSING, CREAMY CILANTRO LIME', 'LIME CILANTRO FLAVORED HOISIN SAUCE, LIME CILANTRO', 'MILD CILANTRO LIME SAUCE, MILD CILANTRO LIME', 'MILD CILANTRO LIME SAUCE, MILD CILANTRO LIME', 'MILD CILANTRO LIME SAUCE, MILD CILANTRO LIME', 'CILANTRO LIME LONG GRAIN RICE WITH LIME & SPICES, CILANTRO LIME', 'MEXICAN STYLE CHICKEN WITH CILANTRO LIME RICE', 'CILANTRO LIME RICE', 'CILANTRO LIME RICE']",140.46583136000007,260.4,5.3096,12.493333333333332,31.740800000000004,1.7166666666666666,583.84,15.631578947368421
The Misfit Restaurant + Bar,Ora King Salmon Ceviche,"['KING SALMON', 'KING SALMON FILLETS', 'CHINOOK KING SALMON', 'CHINOOK KING SALMON', 'CEVICHE', 'CEVICHE', 'CEVICHE', 'CEVICHE MARINADE', 'CEVICHE MARINADE', 'CEVICHE SALAD', 'CEVICHE SALAD', 'FISH CEVICHE', 'MIXED CEVICHE', 'WILD ALASKA KING SALMON FILLETS', 'BONELESS ALPINE KING SALMON PORTIONS', 'SEAFOOD MIX FOR CEVICHE', 'WILLOW CREEK NORTHWEST, RED KING SALMON', ""ALASKA'S BEST, KING SALMON JERKY, PEPPERED"", ""ALASKA'S BEST, KING SALMON JERKY, TERIYAKI"", 'LOX STYLE WILD KING SMOKED SALMON', 'ALL NATURAL CEVICHE SALAD', 'WILLOW CREEK NORTHWEST, GARLIC PEPPER RED KING SALMON', 'KING ENRICHED BREAD, KING', 'KING KONG COLA, KING KONG', 'PERUVIAN VEGETABLE CEVICHE CAULIFLOWER QUICK MEAL']",1.233881727999984,177.32,13.465200000000005,5.293333333333332,20.2864,0.4875,604.08,32.82608695652174
Tocaya Organica,Cucumber Mint Limeade,"['CUCUMBER LIMEADE DRINK MIX, CUCUMBER LIMEADE', 'CUCUMBER + MINT SPARKLING WATER, CUCUMBER + MINT', 'CUCUMBER MINT COCKTAIL MIXERS, CUCUMBER MINT', 'CUCUMBER MINT COOLER SAUCE, CUCUMBER MINT', 'CUCUMBER MINT LEMONADE MIX, CUCUMBER MINT', 'CUCUMBER MINT SMOOTHIE MIX, CUCUMBER MINT', 'CUCUMBER MINT SPARKLING WATER, CUCUMBER MINT', 'CUCUMBER MINT ELECTROLYTE HYDRATION BEVERAGE, CUCUMBER MINT', 'CUCUMBER MINT LEMON KOMBUCHA, CUCUMBER MINT LEMON', 'UNSWEETENED CUCUMBER MINT SPARKLING WATER, CUCUMBER MINT', 'CUCUMBER & MINT LEMONADE', 'CUCUMBER & MINT LEMONADE', 'TEXAS MADE, LIMEADE, KNIPPA CUCUMBER', 'FOUND, INFUSED SPARKLING WATER, CUCUMBER MINT, CUCUMBER MINT', 'CUCUMBER MINT COCONUT WATER & JUICE BEVERAGE, CUCUMBER MINT', 'CUCUMBER MINT REPLENISH ELECTROLYTE HYDRATION BEVERAGE, CUCUMBER MINT', 'UNSWEETENED CUCUMBER MINT SPARKLING WATER, UNSWEETENED CUCUMBER MINT', 'UNSWEETENED CUCUMBER MINT SPARKLING WATER, UNSWEETENED CUCUMBER MINT', 'CUCUMBER, JALAPENO & MINT SALSA', 'CUCUMBER WATERMELON SUGAR FREE MINTS, CUCUMBER WATERMELON', 'ORGANIC LIMEADE WITH MINT JUICE BEVERAGE', 'UNSWEETENED CUCUMBER MINT SPARKLING WATER', '100% VEGETABLE SOUP, CUCUMBERS MINT & CHIVES', 'PURIFIED WATER INFUSED WITH ALKALINE, CUCUMBER MINT', 'LIMEADE']",75.50344654400003,103.28,0.024583333333333332,3.2145,26.567916666666665,0.74,90.04545454545455,5.142857142857143
The Original Pantry,Oz Filet Mignon,"['FILET MIGNON', 'BEEF FILET MIGNON', 'BEEF FILET MIGNON, BEEF', 'FILET MIGNON BEEF JERKY', 'ORIGINAL FILET MIGNON BEEF JERKY', 'BACON WRAPPED FILET MIGNON BITES', 'SUN FED RANCH, FILET MIGNON', 'PREMIUM APPETIZERS, BACON WRAPPED FILET MIGNON', 'CULINARY CUTS PRIME BEEF FILET MIGNON TENDERLOIN STEAK, BEEF', 'FILET OF SIRLOIN CH 10 OZ', 'THE ORIGINAL MIGNON BEEF JERKY', 'SALMON FILETS', 'PRE, BEEF FILLET MIGNON STEAK', 'ANGUS BEEF FILETS', 'BEEF TENDERLOIN FILET', 'BEEF TENDERLOIN FILET', 'CHICKEN BREAST FILET', 'CHICKEN BREAST FILETS', 'FILET OF BEEF TENDERLOIN', 'GOLDEN FISHLESS FILETS', 'GOLDEN FISHLESS FILETS', 'Pork Loin Filet', 'PORK LOIN FILET', 'PORK LOIN FILET', 'PORK LOIN FILET']",17.274510920000047,193.88,21.2404,10.3252,4.388260869565217,0.5166666666666667,339.96,58.68
